"","Site","NetType","NetTypeRep","Rep","DebitL","PartType","Polymer","Count","PPML1","Salinity"
"823","ILaPocatiere","Polym","Polymer-4","4",153066,"Sphere","Polyvinyl acetate",NA,NA,"ILaPocatiere"
"824","ILaPocatiere","Polym","Polymer-4","4",153066,"Sphere","Polyvinyl acrylate",NA,NA,"ILaPocatiere"
"825","ILaPocatiere","Polym","Polymer-4","4",153066,"Sphere","Poly(acrylate-styrene)",NA,NA,"ILaPocatiere"
"826","ILaPocatiere","Polym","Polymer-4","4",153066,"Sphere","Polyacrylonitrile",NA,NA,"ILaPocatiere"
"827","ILaPocatiere","Polym","Polymer-4","4",153066,"Sphere","Ethylene vinyl acetate",NA,NA,"ILaPocatiere"
"828","ILaPocatiere","Polym","Polymer-4","4",153066,"Sphere","Polyether urethane",NA,NA,"ILaPocatiere"
"829","ILaPocatiere","Polym","Polymer-4","4",153066,"Sphere","Polyvinyl Chloride",NA,NA,"ILaPocatiere"
"830","ILaPocatiere","Polym","Polymer-4","4",153066,"Sphere","Poly(chloroprene)",NA,NA,"ILaPocatiere"
"831","ILaPocatiere","Polym","Polymer-4","4",153066,"Sphere","Poly(methyl methacrylate)",NA,NA,"ILaPocatiere"
"832","ILaPocatiere","Polym","Polymer-4","4",153066,"Sphere","Polyethylacrylate",NA,NA,"ILaPocatiere"
"833","ILaPocatiere","Polym","Polymer-4","4",153066,"Sphere","Silicone",NA,NA,"ILaPocatiere"
"834","JMalbaie","Manta","Manta-1","1",139344,"Sphere","Polyethylene",NA,NA,"JMalbaie"
"835","JMalbaie","Manta","Manta-1","1",139344,"Sphere","Polyester",NA,NA,"JMalbaie"
"836","JMalbaie","Manta","Manta-1","1",139344,"Sphere","Polypropylene",NA,NA,"JMalbaie"
"837","JMalbaie","Manta","Manta-1","1",139344,"Sphere","Nylon",NA,NA,"JMalbaie"
"838","JMalbaie","Manta","Manta-1","1",139344,"Sphere","Polystyrene",NA,NA,"JMalbaie"
"839","JMalbaie","Manta","Manta-1","1",139344,"Sphere","Polyethylene+Polypropylene",NA,NA,"JMalbaie"
"840","JMalbaie","Manta","Manta-1","1",139344,"Sphere","Polyvinyl acetate",NA,NA,"JMalbaie"
"841","JMalbaie","Manta","Manta-1","1",139344,"Sphere","Polyvinyl acrylate",NA,NA,"JMalbaie"
"842","JMalbaie","Manta","Manta-1","1",139344,"Sphere","Poly(acrylate-styrene)",NA,NA,"JMalbaie"
"843","JMalbaie","Manta","Manta-1","1",139344,"Sphere","Polyacrylonitrile",NA,NA,"JMalbaie"
"844","JMalbaie","Manta","Manta-1","1",139344,"Sphere","Ethylene vinyl acetate",NA,NA,"JMalbaie"
"845","JMalbaie","Manta","Manta-1","1",139344,"Sphere","Polyether urethane",NA,NA,"JMalbaie"
"846","JMalbaie","Manta","Manta-1","1",139344,"Sphere","Polyvinyl Chloride",NA,NA,"JMalbaie"
"847","JMalbaie","Manta","Manta-1","1",139344,"Sphere","Poly(chloroprene)",NA,NA,"JMalbaie"
"848","JMalbaie","Manta","Manta-1","1",139344,"Sphere","Poly(methyl methacrylate)",NA,NA,"JMalbaie"
"849","JMalbaie","Manta","Manta-1","1",139344,"Sphere","Polyethylacrylate",NA,NA,"JMalbaie"
"850","JMalbaie","Manta","Manta-1","1",139344,"Sphere","Silicone",NA,NA,"JMalbaie"
"851","JMalbaie","Manta","Manta-2","2",185904,"Sphere","Polyethylene",NA,NA,"JMalbaie"
"852","JMalbaie","Manta","Manta-2","2",185904,"Sphere","Polyester",NA,NA,"JMalbaie"
"853","JMalbaie","Manta","Manta-2","2",185904,"Sphere","Polypropylene",NA,NA,"JMalbaie"
"854","JMalbaie","Manta","Manta-2","2",185904,"Sphere","Nylon",NA,NA,"JMalbaie"
"855","JMalbaie","Manta","Manta-2","2",185904,"Sphere","Polystyrene",NA,NA,"JMalbaie"
"856","JMalbaie","Manta","Manta-2","2",185904,"Sphere","Polyethylene+Polypropylene",NA,NA,"JMalbaie"
"857","JMalbaie","Manta","Manta-2","2",185904,"Sphere","Polyvinyl acetate",NA,NA,"JMalbaie"
"858","JMalbaie","Manta","Manta-2","2",185904,"Sphere","Polyvinyl acrylate",NA,NA,"JMalbaie"
"859","JMalbaie","Manta","Manta-2","2",185904,"Sphere","Poly(acrylate-styrene)",NA,NA,"JMalbaie"
"860","JMalbaie","Manta","Manta-2","2",185904,"Sphere","Polyacrylonitrile",NA,NA,"JMalbaie"
"861","JMalbaie","Manta","Manta-2","2",185904,"Sphere","Ethylene vinyl acetate",NA,NA,"JMalbaie"
"862","JMalbaie","Manta","Manta-2","2",185904,"Sphere","Polyether urethane",NA,NA,"JMalbaie"
"863","JMalbaie","Manta","Manta-2","2",185904,"Sphere","Polyvinyl Chloride",NA,NA,"JMalbaie"
"864","JMalbaie","Manta","Manta-2","2",185904,"Sphere","Poly(chloroprene)",NA,NA,"JMalbaie"
"865","JMalbaie","Manta","Manta-2","2",185904,"Sphere","Poly(methyl methacrylate)",NA,NA,"JMalbaie"
"866","JMalbaie","Manta","Manta-2","2",185904,"Sphere","Polyethylacrylate",NA,NA,"JMalbaie"
"867","JMalbaie","Manta","Manta-2","2",185904,"Sphere","Silicone",NA,NA,"JMalbaie"
"868","JMalbaie","Manta","Manta-3","3",196680,"Sphere","Polyethylene",NA,NA,"JMalbaie"
"869","JMalbaie","Manta","Manta-3","3",196680,"Sphere","Polyester",NA,NA,"JMalbaie"
"870","JMalbaie","Manta","Manta-3","3",196680,"Sphere","Polypropylene",NA,NA,"JMalbaie"
"871","JMalbaie","Manta","Manta-3","3",196680,"Sphere","Nylon",NA,NA,"JMalbaie"
"872","JMalbaie","Manta","Manta-3","3",196680,"Sphere","Polystyrene",NA,NA,"JMalbaie"
"873","JMalbaie","Manta","Manta-3","3",196680,"Sphere","Polyethylene+Polypropylene",NA,NA,"JMalbaie"
"874","JMalbaie","Manta","Manta-3","3",196680,"Sphere","Polyvinyl acetate",NA,NA,"JMalbaie"
"875","JMalbaie","Manta","Manta-3","3",196680,"Sphere","Polyvinyl acrylate",NA,NA,"JMalbaie"
"876","JMalbaie","Manta","Manta-3","3",196680,"Sphere","Poly(acrylate-styrene)",NA,NA,"JMalbaie"
"877","JMalbaie","Manta","Manta-3","3",196680,"Sphere","Polyacrylonitrile",NA,NA,"JMalbaie"
"878","JMalbaie","Manta","Manta-3","3",196680,"Sphere","Ethylene vinyl acetate",NA,NA,"JMalbaie"
"879","JMalbaie","Manta","Manta-3","3",196680,"Sphere","Polyether urethane",NA,NA,"JMalbaie"
"880","JMalbaie","Manta","Manta-3","3",196680,"Sphere","Polyvinyl Chloride",NA,NA,"JMalbaie"
"881","JMalbaie","Manta","Manta-3","3",196680,"Sphere","Poly(chloroprene)",NA,NA,"JMalbaie"
"882","JMalbaie","Manta","Manta-3","3",196680,"Sphere","Poly(methyl methacrylate)",NA,NA,"JMalbaie"
"883","JMalbaie","Manta","Manta-3","3",196680,"Sphere","Polyethylacrylate",NA,NA,"JMalbaie"
"884","JMalbaie","Manta","Manta-3","3",196680,"Sphere","Silicone",NA,NA,"JMalbaie"
"885","JMalbaie","Polym","Polymer-1","1",87410,"Sphere","Polyethylene",NA,NA,"JMalbaie"
"886","JMalbaie","Polym","Polymer-1","1",87410,"Sphere","Polyester",NA,NA,"JMalbaie"
"887","JMalbaie","Polym","Polymer-1","1",87410,"Sphere","Polypropylene",NA,NA,"JMalbaie"
"888","JMalbaie","Polym","Polymer-1","1",87410,"Sphere","Nylon",NA,NA,"JMalbaie"
"889","JMalbaie","Polym","Polymer-1","1",87410,"Sphere","Polystyrene",NA,NA,"JMalbaie"
"890","JMalbaie","Polym","Polymer-1","1",87410,"Sphere","Polyethylene+Polypropylene",NA,NA,"JMalbaie"
"891","JMalbaie","Polym","Polymer-1","1",87410,"Sphere","Polyvinyl acetate",NA,NA,"JMalbaie"
"892","JMalbaie","Polym","Polymer-1","1",87410,"Sphere","Polyvinyl acrylate",NA,NA,"JMalbaie"
"893","JMalbaie","Polym","Polymer-1","1",87410,"Sphere","Poly(acrylate-styrene)",NA,NA,"JMalbaie"
"894","JMalbaie","Polym","Polymer-1","1",87410,"Sphere","Polyacrylonitrile",NA,NA,"JMalbaie"
"895","JMalbaie","Polym","Polymer-1","1",87410,"Sphere","Ethylene vinyl acetate",NA,NA,"JMalbaie"
"896","JMalbaie","Polym","Polymer-1","1",87410,"Sphere","Polyether urethane",NA,NA,"JMalbaie"
"897","JMalbaie","Polym","Polymer-1","1",87410,"Sphere","Polyvinyl Chloride",NA,NA,"JMalbaie"
"898","JMalbaie","Polym","Polymer-1","1",87410,"Sphere","Poly(chloroprene)",NA,NA,"JMalbaie"
"899","JMalbaie","Polym","Polymer-1","1",87410,"Sphere","Poly(methyl methacrylate)",NA,NA,"JMalbaie"
"900","JMalbaie","Polym","Polymer-1","1",87410,"Sphere","Polyethylacrylate",NA,NA,"JMalbaie"
"901","JMalbaie","Polym","Polymer-1","1",87410,"Sphere","Silicone",NA,NA,"JMalbaie"
"902","JMalbaie","Polym","Polymer-2","2",116618,"Sphere","Polyethylene",NA,NA,"JMalbaie"
"903","JMalbaie","Polym","Polymer-2","2",116618,"Sphere","Polyester",NA,NA,"JMalbaie"
"904","JMalbaie","Polym","Polymer-2","2",116618,"Sphere","Polypropylene",NA,NA,"JMalbaie"
"905","JMalbaie","Polym","Polymer-2","2",116618,"Sphere","Nylon",NA,NA,"JMalbaie"
"906","JMalbaie","Polym","Polymer-2","2",116618,"Sphere","Polystyrene",NA,NA,"JMalbaie"
"907","JMalbaie","Polym","Polymer-2","2",116618,"Sphere","Polyethylene+Polypropylene",NA,NA,"JMalbaie"
"908","JMalbaie","Polym","Polymer-2","2",116618,"Sphere","Polyvinyl acetate",NA,NA,"JMalbaie"
"909","JMalbaie","Polym","Polymer-2","2",116618,"Sphere","Polyvinyl acrylate",NA,NA,"JMalbaie"
"910","JMalbaie","Polym","Polymer-2","2",116618,"Sphere","Poly(acrylate-styrene)",NA,NA,"JMalbaie"
"911","JMalbaie","Polym","Polymer-2","2",116618,"Sphere","Polyacrylonitrile",NA,NA,"JMalbaie"
"912","JMalbaie","Polym","Polymer-2","2",116618,"Sphere","Ethylene vinyl acetate",NA,NA,"JMalbaie"
"913","JMalbaie","Polym","Polymer-2","2",116618,"Sphere","Polyether urethane",NA,NA,"JMalbaie"
"914","JMalbaie","Polym","Polymer-2","2",116618,"Sphere","Polyvinyl Chloride",NA,NA,"JMalbaie"
"915","JMalbaie","Polym","Polymer-2","2",116618,"Sphere","Poly(chloroprene)",NA,NA,"JMalbaie"
"916","JMalbaie","Polym","Polymer-2","2",116618,"Sphere","Poly(methyl methacrylate)",NA,NA,"JMalbaie"
"917","JMalbaie","Polym","Polymer-2","2",116618,"Sphere","Polyethylacrylate",NA,NA,"JMalbaie"
"918","JMalbaie","Polym","Polymer-2","2",116618,"Sphere","Silicone",NA,NA,"JMalbaie"
"919","JMalbaie","Polym","Polymer-3","3",123377,"Sphere","Polyethylene",NA,NA,"JMalbaie"
"920","JMalbaie","Polym","Polymer-3","3",123377,"Sphere","Polyester",NA,NA,"JMalbaie"
"921","JMalbaie","Polym","Polymer-3","3",123377,"Sphere","Polypropylene",NA,NA,"JMalbaie"
"922","JMalbaie","Polym","Polymer-3","3",123377,"Sphere","Nylon",NA,NA,"JMalbaie"
"923","JMalbaie","Polym","Polymer-3","3",123377,"Sphere","Polystyrene",NA,NA,"JMalbaie"
"924","JMalbaie","Polym","Polymer-3","3",123377,"Sphere","Polyethylene+Polypropylene",NA,NA,"JMalbaie"
"925","JMalbaie","Polym","Polymer-3","3",123377,"Sphere","Polyvinyl acetate",NA,NA,"JMalbaie"
"926","JMalbaie","Polym","Polymer-3","3",123377,"Sphere","Polyvinyl acrylate",NA,NA,"JMalbaie"
"927","JMalbaie","Polym","Polymer-3","3",123377,"Sphere","Poly(acrylate-styrene)",NA,NA,"JMalbaie"
"928","JMalbaie","Polym","Polymer-3","3",123377,"Sphere","Polyacrylonitrile",NA,NA,"JMalbaie"
"929","JMalbaie","Polym","Polymer-3","3",123377,"Sphere","Ethylene vinyl acetate",NA,NA,"JMalbaie"
"930","JMalbaie","Polym","Polymer-3","3",123377,"Sphere","Polyether urethane",NA,NA,"JMalbaie"
"931","JMalbaie","Polym","Polymer-3","3",123377,"Sphere","Polyvinyl Chloride",NA,NA,"JMalbaie"
"932","JMalbaie","Polym","Polymer-3","3",123377,"Sphere","Poly(chloroprene)",NA,NA,"JMalbaie"
"933","JMalbaie","Polym","Polymer-3","3",123377,"Sphere","Poly(methyl methacrylate)",NA,NA,"JMalbaie"
"934","JMalbaie","Polym","Polymer-3","3",123377,"Sphere","Polyethylacrylate",NA,NA,"JMalbaie"
"935","JMalbaie","Polym","Polymer-3","3",123377,"Sphere","Silicone",NA,NA,"JMalbaie"
"936","KTroisPistoles","Manta","Manta-1","1",185280,"Sphere","Polyethylene",1,10.7944732297064,"KTroisPistoles"
"937","KTroisPistoles","Manta","Manta-1","1",185280,"Sphere","Polyester",NA,NA,"KTroisPistoles"
"938","KTroisPistoles","Manta","Manta-1","1",185280,"Sphere","Polypropylene",NA,NA,"KTroisPistoles"
"939","KTroisPistoles","Manta","Manta-1","1",185280,"Sphere","Nylon",NA,NA,"KTroisPistoles"
"940","KTroisPistoles","Manta","Manta-1","1",185280,"Sphere","Polystyrene",NA,NA,"KTroisPistoles"
"941","KTroisPistoles","Manta","Manta-1","1",185280,"Sphere","Polyethylene+Polypropylene",NA,NA,"KTroisPistoles"
"942","KTroisPistoles","Manta","Manta-1","1",185280,"Sphere","Polyvinyl acetate",NA,NA,"KTroisPistoles"
"943","KTroisPistoles","Manta","Manta-1","1",185280,"Sphere","Polyvinyl acrylate",NA,NA,"KTroisPistoles"
"944","KTroisPistoles","Manta","Manta-1","1",185280,"Sphere","Poly(acrylate-styrene)",NA,NA,"KTroisPistoles"
"945","KTroisPistoles","Manta","Manta-1","1",185280,"Sphere","Polyacrylonitrile",NA,NA,"KTroisPistoles"
"946","KTroisPistoles","Manta","Manta-1","1",185280,"Sphere","Ethylene vinyl acetate",NA,NA,"KTroisPistoles"
"947","KTroisPistoles","Manta","Manta-1","1",185280,"Sphere","Polyether urethane",NA,NA,"KTroisPistoles"
"948","KTroisPistoles","Manta","Manta-1","1",185280,"Sphere","Polyvinyl Chloride",NA,NA,"KTroisPistoles"
"949","KTroisPistoles","Manta","Manta-1","1",185280,"Sphere","Poly(chloroprene)",NA,NA,"KTroisPistoles"
"950","KTroisPistoles","Manta","Manta-1","1",185280,"Sphere","Poly(methyl methacrylate)",NA,NA,"KTroisPistoles"
"951","KTroisPistoles","Manta","Manta-1","1",185280,"Sphere","Polyethylacrylate",NA,NA,"KTroisPistoles"
"952","KTroisPistoles","Manta","Manta-1","1",185280,"Sphere","Silicone",NA,NA,"KTroisPistoles"
"953","KTroisPistoles","Manta","Manta-2","2",60720,"Sphere","Polyethylene",NA,NA,"KTroisPistoles"
"954","KTroisPistoles","Manta","Manta-2","2",60720,"Sphere","Polyester",NA,NA,"KTroisPistoles"
"955","KTroisPistoles","Manta","Manta-2","2",60720,"Sphere","Polypropylene",NA,NA,"KTroisPistoles"
"956","KTroisPistoles","Manta","Manta-2","2",60720,"Sphere","Nylon",NA,NA,"KTroisPistoles"
"957","KTroisPistoles","Manta","Manta-2","2",60720,"Sphere","Polystyrene",NA,NA,"KTroisPistoles"
"958","KTroisPistoles","Manta","Manta-2","2",60720,"Sphere","Polyethylene+Polypropylene",NA,NA,"KTroisPistoles"
"959","KTroisPistoles","Manta","Manta-2","2",60720,"Sphere","Polyvinyl acetate",NA,NA,"KTroisPistoles"
"960","KTroisPistoles","Manta","Manta-2","2",60720,"Sphere","Polyvinyl acrylate",NA,NA,"KTroisPistoles"
"961","KTroisPistoles","Manta","Manta-2","2",60720,"Sphere","Poly(acrylate-styrene)",NA,NA,"KTroisPistoles"
"962","KTroisPistoles","Manta","Manta-2","2",60720,"Sphere","Polyacrylonitrile",NA,NA,"KTroisPistoles"
"963","KTroisPistoles","Manta","Manta-2","2",60720,"Sphere","Ethylene vinyl acetate",NA,NA,"KTroisPistoles"
"964","KTroisPistoles","Manta","Manta-2","2",60720,"Sphere","Polyether urethane",NA,NA,"KTroisPistoles"
"965","KTroisPistoles","Manta","Manta-2","2",60720,"Sphere","Polyvinyl Chloride",NA,NA,"KTroisPistoles"
"966","KTroisPistoles","Manta","Manta-2","2",60720,"Sphere","Poly(chloroprene)",NA,NA,"KTroisPistoles"
"967","KTroisPistoles","Manta","Manta-2","2",60720,"Sphere","Poly(methyl methacrylate)",NA,NA,"KTroisPistoles"
"968","KTroisPistoles","Manta","Manta-2","2",60720,"Sphere","Polyethylacrylate",NA,NA,"KTroisPistoles"
"969","KTroisPistoles","Manta","Manta-2","2",60720,"Sphere","Silicone",NA,NA,"KTroisPistoles"
"970","KTroisPistoles","Manta","Manta-3","3",198096,"Sphere","Polyethylene",NA,NA,"KTroisPistoles"
"971","KTroisPistoles","Manta","Manta-3","3",198096,"Sphere","Polyester",NA,NA,"KTroisPistoles"
"972","KTroisPistoles","Manta","Manta-3","3",198096,"Sphere","Polypropylene",NA,NA,"KTroisPistoles"
"973","KTroisPistoles","Manta","Manta-3","3",198096,"Sphere","Nylon",NA,NA,"KTroisPistoles"
"974","KTroisPistoles","Manta","Manta-3","3",198096,"Sphere","Polystyrene",1,10.0961150149422,"KTroisPistoles"
"975","KTroisPistoles","Manta","Manta-3","3",198096,"Sphere","Polyethylene+Polypropylene",NA,NA,"KTroisPistoles"
"976","KTroisPistoles","Manta","Manta-3","3",198096,"Sphere","Polyvinyl acetate",NA,NA,"KTroisPistoles"
"977","KTroisPistoles","Manta","Manta-3","3",198096,"Sphere","Polyvinyl acrylate",NA,NA,"KTroisPistoles"
"978","KTroisPistoles","Manta","Manta-3","3",198096,"Sphere","Poly(acrylate-styrene)",NA,NA,"KTroisPistoles"
"979","KTroisPistoles","Manta","Manta-3","3",198096,"Sphere","Polyacrylonitrile",NA,NA,"KTroisPistoles"
"980","KTroisPistoles","Manta","Manta-3","3",198096,"Sphere","Ethylene vinyl acetate",NA,NA,"KTroisPistoles"
"981","KTroisPistoles","Manta","Manta-3","3",198096,"Sphere","Polyether urethane",NA,NA,"KTroisPistoles"
"982","KTroisPistoles","Manta","Manta-3","3",198096,"Sphere","Polyvinyl Chloride",NA,NA,"KTroisPistoles"
"983","KTroisPistoles","Manta","Manta-3","3",198096,"Sphere","Poly(chloroprene)",NA,NA,"KTroisPistoles"
"984","KTroisPistoles","Manta","Manta-3","3",198096,"Sphere","Poly(methyl methacrylate)",NA,NA,"KTroisPistoles"
"985","KTroisPistoles","Manta","Manta-3","3",198096,"Sphere","Polyethylacrylate",NA,NA,"KTroisPistoles"
"986","KTroisPistoles","Manta","Manta-3","3",198096,"Sphere","Silicone",NA,NA,"KTroisPistoles"
"987","KTroisPistoles","Polym","Polymer-1","1",116226,"Sphere","Polyethylene",NA,NA,"KTroisPistoles"
"988","KTroisPistoles","Polym","Polymer-1","1",116226,"Sphere","Polyester",NA,NA,"KTroisPistoles"
"989","KTroisPistoles","Polym","Polymer-1","1",116226,"Sphere","Polypropylene",NA,NA,"KTroisPistoles"
"990","KTroisPistoles","Polym","Polymer-1","1",116226,"Sphere","Nylon",NA,NA,"KTroisPistoles"
"991","KTroisPistoles","Polym","Polymer-1","1",116226,"Sphere","Polystyrene",NA,NA,"KTroisPistoles"
"992","KTroisPistoles","Polym","Polymer-1","1",116226,"Sphere","Polyethylene+Polypropylene",NA,NA,"KTroisPistoles"
"993","KTroisPistoles","Polym","Polymer-1","1",116226,"Sphere","Polyvinyl acetate",NA,NA,"KTroisPistoles"
"994","KTroisPistoles","Polym","Polymer-1","1",116226,"Sphere","Polyvinyl acrylate",NA,NA,"KTroisPistoles"
"995","KTroisPistoles","Polym","Polymer-1","1",116226,"Sphere","Poly(acrylate-styrene)",NA,NA,"KTroisPistoles"
"996","KTroisPistoles","Polym","Polymer-1","1",116226,"Sphere","Polyacrylonitrile",NA,NA,"KTroisPistoles"
"997","KTroisPistoles","Polym","Polymer-1","1",116226,"Sphere","Ethylene vinyl acetate",NA,NA,"KTroisPistoles"
"998","KTroisPistoles","Polym","Polymer-1","1",116226,"Sphere","Polyether urethane",NA,NA,"KTroisPistoles"
"999","KTroisPistoles","Polym","Polymer-1","1",116226,"Sphere","Polyvinyl Chloride",NA,NA,"KTroisPistoles"
"1000","KTroisPistoles","Polym","Polymer-1","1",116226,"Sphere","Poly(chloroprene)",NA,NA,"KTroisPistoles"
"1001","KTroisPistoles","Polym","Polymer-1","1",116226,"Sphere","Poly(methyl methacrylate)",NA,NA,"KTroisPistoles"
"1002","KTroisPistoles","Polym","Polymer-1","1",116226,"Sphere","Polyethylacrylate",NA,NA,"KTroisPistoles"
"1003","KTroisPistoles","Polym","Polymer-1","1",116226,"Sphere","Silicone",NA,NA,"KTroisPistoles"
"1004","KTroisPistoles","Polym","Polymer-2","2",38090,"Sphere","Polyethylene",1,52.5072197427146,"KTroisPistoles"
"1005","KTroisPistoles","Polym","Polymer-2","2",38090,"Sphere","Polyester",NA,NA,"KTroisPistoles"
"1006","KTroisPistoles","Polym","Polymer-2","2",38090,"Sphere","Polypropylene",26,1365.18771331058,"KTroisPistoles"
"1007","KTroisPistoles","Polym","Polymer-2","2",38090,"Sphere","Nylon",NA,NA,"KTroisPistoles"
"1008","KTroisPistoles","Polym","Polymer-2","2",38090,"Sphere","Polystyrene",NA,NA,"KTroisPistoles"
"1009","KTroisPistoles","Polym","Polymer-2","2",38090,"Sphere","Polyethylene+Polypropylene",NA,NA,"KTroisPistoles"
"1010","KTroisPistoles","Polym","Polymer-2","2",38090,"Sphere","Polyvinyl acetate",NA,NA,"KTroisPistoles"
"1011","KTroisPistoles","Polym","Polymer-2","2",38090,"Sphere","Polyvinyl acrylate",NA,NA,"KTroisPistoles"
"1012","KTroisPistoles","Polym","Polymer-2","2",38090,"Sphere","Poly(acrylate-styrene)",NA,NA,"KTroisPistoles"
"1013","KTroisPistoles","Polym","Polymer-2","2",38090,"Sphere","Polyacrylonitrile",NA,NA,"KTroisPistoles"
"1014","KTroisPistoles","Polym","Polymer-2","2",38090,"Sphere","Ethylene vinyl acetate",NA,NA,"KTroisPistoles"
"1015","KTroisPistoles","Polym","Polymer-2","2",38090,"Sphere","Polyether urethane",NA,NA,"KTroisPistoles"
"1016","KTroisPistoles","Polym","Polymer-2","2",38090,"Sphere","Polyvinyl Chloride",NA,NA,"KTroisPistoles"
"1017","KTroisPistoles","Polym","Polymer-2","2",38090,"Sphere","Poly(chloroprene)",NA,NA,"KTroisPistoles"
"1018","KTroisPistoles","Polym","Polymer-2","2",38090,"Sphere","Poly(methyl methacrylate)",NA,NA,"KTroisPistoles"
"1019","KTroisPistoles","Polym","Polymer-2","2",38090,"Sphere","Polyethylacrylate",NA,NA,"KTroisPistoles"
"1020","KTroisPistoles","Polym","Polymer-2","2",38090,"Sphere","Silicone",NA,NA,"KTroisPistoles"
"1021","KTroisPistoles","Polym","Polymer-3","3",124266,"Sphere","Polyethylene",NA,NA,"KTroisPistoles"
"1022","KTroisPistoles","Polym","Polymer-3","3",124266,"Sphere","Polyester",NA,NA,"KTroisPistoles"
"1023","KTroisPistoles","Polym","Polymer-3","3",124266,"Sphere","Polypropylene",NA,NA,"KTroisPistoles"
"1024","KTroisPistoles","Polym","Polymer-3","3",124266,"Sphere","Nylon",NA,NA,"KTroisPistoles"
"1025","KTroisPistoles","Polym","Polymer-3","3",124266,"Sphere","Polystyrene",NA,NA,"KTroisPistoles"
"1026","KTroisPistoles","Polym","Polymer-3","3",124266,"Sphere","Polyethylene+Polypropylene",NA,NA,"KTroisPistoles"
"1027","KTroisPistoles","Polym","Polymer-3","3",124266,"Sphere","Polyvinyl acetate",NA,NA,"KTroisPistoles"
"1028","KTroisPistoles","Polym","Polymer-3","3",124266,"Sphere","Polyvinyl acrylate",NA,NA,"KTroisPistoles"
"1029","KTroisPistoles","Polym","Polymer-3","3",124266,"Sphere","Poly(acrylate-styrene)",NA,NA,"KTroisPistoles"
"1030","KTroisPistoles","Polym","Polymer-3","3",124266,"Sphere","Polyacrylonitrile",NA,NA,"KTroisPistoles"
"1031","KTroisPistoles","Polym","Polymer-3","3",124266,"Sphere","Ethylene vinyl acetate",NA,NA,"KTroisPistoles"
"1032","KTroisPistoles","Polym","Polymer-3","3",124266,"Sphere","Polyether urethane",NA,NA,"KTroisPistoles"
"1033","KTroisPistoles","Polym","Polymer-3","3",124266,"Sphere","Polyvinyl Chloride",NA,NA,"KTroisPistoles"
"1034","KTroisPistoles","Polym","Polymer-3","3",124266,"Sphere","Poly(chloroprene)",NA,NA,"KTroisPistoles"
"1035","KTroisPistoles","Polym","Polymer-3","3",124266,"Sphere","Poly(methyl methacrylate)",NA,NA,"KTroisPistoles"
"1036","KTroisPistoles","Polym","Polymer-3","3",124266,"Sphere","Polyethylacrylate",NA,NA,"KTroisPistoles"
"1037","KTroisPistoles","Polym","Polymer-3","3",124266,"Sphere","Silicone",NA,NA,"KTroisPistoles"
"1038","AVarennes","Manta","Manta-1","1",120096,"Fiber","Polyethylene",NA,NA,"AVarennes"
"1039","AVarennes","Manta","Manta-1","1",120096,"Fiber","Polyester",10,166.533439914735,"AVarennes"
"1040","AVarennes","Manta","Manta-1","1",120096,"Fiber","Polypropylene",NA,NA,"AVarennes"
"1041","AVarennes","Manta","Manta-1","1",120096,"Fiber","Nylon",NA,NA,"AVarennes"
"1042","AVarennes","Manta","Manta-1","1",120096,"Fiber","Polystyrene",NA,NA,"AVarennes"
"1043","AVarennes","Manta","Manta-1","1",120096,"Fiber","Polyethylene+Polypropylene",NA,NA,"AVarennes"
"1044","AVarennes","Manta","Manta-1","1",120096,"Fiber","Polyvinyl acetate",NA,NA,"AVarennes"
"1045","AVarennes","Manta","Manta-1","1",120096,"Fiber","Polyvinyl acrylate",NA,NA,"AVarennes"
"1046","AVarennes","Manta","Manta-1","1",120096,"Fiber","Poly(acrylate-styrene)",NA,NA,"AVarennes"
"1047","AVarennes","Manta","Manta-1","1",120096,"Fiber","Polyacrylonitrile",NA,NA,"AVarennes"
"1048","AVarennes","Manta","Manta-1","1",120096,"Fiber","Ethylene vinyl acetate",NA,NA,"AVarennes"
"1049","AVarennes","Manta","Manta-1","1",120096,"Fiber","Polyether urethane",NA,NA,"AVarennes"
"1050","AVarennes","Manta","Manta-1","1",120096,"Fiber","Polyvinyl Chloride",NA,NA,"AVarennes"
"1051","AVarennes","Manta","Manta-1","1",120096,"Fiber","Poly(chloroprene)",NA,NA,"AVarennes"
"1052","AVarennes","Manta","Manta-1","1",120096,"Fiber","Poly(methyl methacrylate)",NA,NA,"AVarennes"
"1053","AVarennes","Manta","Manta-1","1",120096,"Fiber","Polyethylacrylate",NA,NA,"AVarennes"
"1054","AVarennes","Manta","Manta-1","1",120096,"Fiber","Silicone",NA,NA,"AVarennes"
"1055","AVarennes","Manta","Manta-2","2",155520,"Fiber","Polyethylene",NA,NA,"AVarennes"
"1056","AVarennes","Manta","Manta-2","2",155520,"Fiber","Polyester",3,38.5802469135802,"AVarennes"
"1057","AVarennes","Manta","Manta-2","2",155520,"Fiber","Polypropylene",1,12.8600823045267,"AVarennes"
"1058","AVarennes","Manta","Manta-2","2",155520,"Fiber","Nylon",1,12.8600823045267,"AVarennes"
"1059","AVarennes","Manta","Manta-2","2",155520,"Fiber","Polystyrene",NA,NA,"AVarennes"
"1060","AVarennes","Manta","Manta-2","2",155520,"Fiber","Polyethylene+Polypropylene",NA,NA,"AVarennes"
"1061","AVarennes","Manta","Manta-2","2",155520,"Fiber","Polyvinyl acetate",NA,NA,"AVarennes"
